target_0,target_1,target_2,target_3,agent_H_NH,tool_mediated,transitivity,touch_2
773,0,0,1,0,1,0,0,0
774,1,0,1,0,1,0,1,1
775,1,0,1,0,1,0,1,1
776,1,0,1,0,1,0,1,1
777,1,0,1,0,1,0,1,1
778,1,0,1,0,1,1,1,1
779,1,0,1,0,1,1,1,1
780,1,0,1,0,1,1,1,1
781,1,0,1,0,1,1,1,1
782,1,0,1,0,1,1,1,1
783,0,0,1,0,1,0,0,0
784,0,0,1,0,1,0,0,0
785,0,0,1,0,1,0,0,0
786,1,0,1,0,1,0,1,1
787,1,0,1,0,1,0,1,1
788,1,0,0,0,1,0,1,1
789,1,0,0,0,1,0,1,1
790,1,0,1,0,1,0,1,1
791,1,0,1,0,1,0,1,1
792,0,0,1,0,1,0,0,0
793,0,0,1,0,1,0,0,0
794,0,0,1,0,1,0,0,0
795,0,0,1,0,1,0,0,0
796,0,0,1,0,1,0,0,0
797,0,0,1,0,1,0,0,0
798,0,0,1,0,1,0,0,0
799,0,0,1,0,1,0,0,0
800,0,0,1,0,1,0,0,0
801,0,0,1,0,1,0,0,0
802,0,0,1,0,1,0,0,0
803,0,0,1,0,1,0,0,0
804,1,0,1,0,1,0,1,1
805,1,0,1,0,1,0,1,1
806,1,1,1,0,1,0,1,1
807,0,1,1,0,1,0,0,0
808,1,1,1,0,1,0,0,0
809,1,1,1,0,1,0,1,1
810,1,1,0,0,1,0,1,1
811,0,0,0,0,0,0,0,0
812,0,1,0,0,1,0,0,0
813,0,1,0,0,1,0,0,0
814,0,1,0,0,1,0,0,0
815,1,1,0,0,1,0,1,1
816,1,1,0,0,1,0,1,1
817,0,1,0,0,1,0,0,1
818,0,1,0,0,1,0,0,0
819,0,1,1,0,1,0,0,0
820,1,1,1,0,1,0,1,1
821,1,1,1,0,1,0,1,1
822,1,1,1,0,1,0,1,1
823,0,1,1,0,1,0,1,1
824,0,1,1,0,1,0,0,0
825,0,1,1,0,1,0,0,0
826,0,1,1,0,1,0,0,0
827,0,1,1,0,1,0,0,0
828,0,1,1,0,1,0,0,0
829,0,1,1,0,1,0,0,0
830,0,1,1,0,1,0,0,0
831,1,0,1,0,1,0,1,1
832,0,0,0,0,0,0,0,0
833,0,0,0,0,0,0,0,0
834,0,0,0,0,0,0,0,0
835,1,0,0,0,1,0,1,1
836,1,0,0,0,1,0,1,1
837,1,1,0,0,1,0,1,1
838,1,1,0,0,1,0,1,1
839,1,1,0,0,1,0,1,1
840,1,1,0,0,1,1,1,1
841,1,1,0,0,1,1,1,1
842,1,1,0,0,1,1,1,1
843,1,0,0,0,1,1,1,1
844,1,1,0,0,1,0,1,1
845,1,1,0,0,1,0,1,1
846,0,1,0,0,1,0,0,0
847,0,1,1,0,1,0,0,0
848,0,1,1,0,1,0,0,0
849,1,1,1,0,1,0,1,1
850,1,0,1,0,1,0,1,1
851,1,0,1,0,1,0,1,1
852,1,1,1,0,1,0,1,1
853,0,1,1,0,1,0,0,0
854,0,0,1,0,1,0,0,0
855,0,0,1,0,1,0,0,0
856,0,0,1,0,1,0,0,0
857,0,0,1,0,1,0,0,0
858,0,0,1,0,1,0,0,0
859,0,0,1,0,1,0,0,0
860,0,1,1,0,1,0,0,0
861,0,1,1,0,1,0,0,0
862,0,0,1,0,1,0,0,0
863,1,0,1,0,1,0,1,1
864,1,0,1,0,1,0,1,1
865,1,0,1,0,1,0,1,1
866,1,0,1,0,1,0,1,1
867,1,0,1,0,1,0,1,1
868,1,1,1,0,1,0,1,1
869,1,1,1,0,1,0,1,1
870,1,1,1,0,1,0,1,1
871,1,1,1,0,1,0,1,1
872,1,1,1,0,1,0,1,1
873,1,1,1,0,1,0,1,1
874,1,1,1,0,1,0,1,1
875,1,1,1,0,1,0,1,1
876,1,0,1,0,1,0,1,1
877,0,0,1,0,1,0,0,1
878,1,0,1,0,1,0,0,1
879,1,1,1,0,1,0,1,1
880,1,1,1,0,1,0,1,1
881,1,0,1,0,1,0,1,1
882,0,0,1,0,1,0,0,1
883,0,0,1,1,1,0,0,0
884,0,0,1,1,1,0,0,0
885,0,1,1,1,1,0,0,0
886,0,1,1,0,1,0,0,1
887,0,1,1,1,1,0,0,0
888,0,0,1,1,1,0,0,0
889,0,0,1,1,1,0,0,0
890,0,0,1,1,1,0,1,0
891,1,0,1,1,1,0,1,1
892,1,0,0,0,1,0,1,1
893,1,0,0,0,1,0,0,1
894,1,1,0,0,1,0,1,1
895,1,1,1,0,1,0,1,1
896,0,1,1,0,1,0,0,1
897,0,1,1,0,1,0,0,1
898,0,1,1,1,1,0,0,1
899,1,1,1,1,1,0,1,1
900,1,1,1,1,1,0,1,1
901,1,1,1,1,1,0,1,1
902,1,0,1,1,1,0,1,1
903,1,0,1,1,1,0,1,1
904,1,0,1,1,1,0,1,1
905,1,0,1,1,1,0,1,1
906,1,0,1,1,1,0,1,1
907,1,0,1,1,1,0,1,1
908,0,0,1,1,1,0,0,0
909,0,1,1,1,1,0,0,0
910,0,1,1,0,1,0,0,0
911,0,1,1,0,1,0,0,0
912,0,1,1,0,1,0,1,1
913,1,1,1,0,1,0,1,1
914,0,1,1,1,1,0,1,1
915,0,0,1,1,1,0,1,1
916,0,1,1,1,1,0,1,1
917,0,1,1,0,1,0,0,0
918,0,1,1,0,1,0,0,1
919,0,1,1,0,1,0,0,1
920,0,1,1,0,1,0,0,1
921,0,1,1,0,1,0,0,1
922,0,0,1,0,0,0,0,0
923,0,0,1,1,0,0,0,0
924,0,1,1,1,0,0,0,0
925,0,1,1,1,1,0,0,0
926,0,1,1,1,1,0,0,0
927,1,1,1,0,1,0,1,1
928,1,0,0,0,1,0,1,1
929,0,1,0,0,1,0,0,0
930,0,1,0,0,1,0,0,0
931,0,1,0,0,1,0,0,1
932,0,1,1,0,1,0,0,0
933,0,1,1,0,1,0,0,0
934,0,1,0,0,1,0,0,0
935,1,1,0,0,1,0,1,1
936,1,1,0,0,1,0,1,1
937,0,1,0,0,0,0,0,0
938,0,1,0,0,0,0,0,0
939,0,1,0,0,0,0,0,0
940,0,0,1,0,1,0,0,0
941,0,1,1,0,1,0,0,0
942,1,1,1,0,1,0,1,1
943,0,1,1,0,1,0,0,0
944,0,1,1,0,1,0,0,0
945,0,1,1,0,1,0,0,0
946,0,1,1,0,1,0,0,0
947,0,1,0,0,1,0,0,0
948,0,1,0,0,0,0,0,0
949,0,1,0,0,0,0,0,0
950,0,0,0,0,0,0,0,0
951,0,0,0,0,0,0,0,0
952,0,0,0,1,0,0,0,0
953,0,1,0,0,0,0,0,0
954,0,1,0,0,0,0,0,0
955,0,0,0,0,0,0,0,0
956,0,0,1,0,1,0,0,0
957,0,0,1,0,1,0,0,0
958,0,1,1,0,1,0,1,1
959,0,1,0,0,0,0,1,1
960,0,1,0,0,0,0,1,1
961,0,1,0,0,0,0,1,1
962,0,1,0,0,0,0,0,0
963,0,1,0,0,0,0,0,0
964,0,0,0,0,0,0,0,0
965,0,0,0,0,0,0,0,0
966,0,0,0,0,0,0,0,0
967,0,0,0,0,0,0,0,0
968,0,0,0,0,0,0,0,0
969,0,0,0,0,0,0,0,0
970,0,0,0,0,0,0,0,0
971,0,1,0,0,0,0,0,0
972,0,1,0,0,0,0,0,0
973,0,1,0,0,0,0,0,0
974,0,1,0,0,0,0,1,1
975,0,1,0,1,0,0,1,1
976,0,1,0,0,0,0,0,0
977,1,1,1,0,1,0,1,1
978,0,1,1,0,1,0,0,1
979,0,1,1,0,1,0,0,1
980,0,1,1,0,1,0,0,0
981,0,1,0,1,1,0,0,0
982,1,1,0,1,1,0,1,1
983,1,1,0,0,1,0,1,1
984,1,1,0,0,1,0,1,1
985,1,0,0,0,1,0,1,1
986,1,0,0,0,1,0,1,1
987,1,0,0,0,1,0,1,1
988,1,0,0,0,1,0,1,1
989,1,0,0,0,1,0,1,1
990,1,0,0,0,1,0,1,1
991,1,0,0,0,1,0,1,1
992,1,0,0,0,1,0,1,1
993,1,0,0,0,1,0,1,1
994,1,0,0,0,1,0,1,1
995,1,0,0,0,1,0,1,1
996,1,0,0,0,1,0,1,1
997,1,0,0,0,1,0,1,1
998,1,0,0,0,1,0,1,1
999,1,0,0,0,1,0,1,1
1000,1,0,0,0,1,0,1,1
1001,1,0,1,0,1,0,1,1
1002,1,0,1,0,1,0,1,1
1003,1,1,0,0,1,0,1,1
1004,1,1,0,0,1,0,1,1
1005,1,1,0,0,1,0,1,1
1006,1,0,0,0,1,0,1,1
1007,1,0,0,0,1,0,1,1
1008,1,0,0,0,1,0,1,1
1009,1,0,0,0,1,0,1,1
1010,1,0,0,0,1,0,1,1
1011,1,0,0,0,1,0,1,1
1012,1,0,0,0,1,0,1,1
1013,1,0,0,0,1,0,1,1
1014,0,0,1,0,1,0,0,0
1015,0,0,1,0,1,0,0,0
1016,0,0,1,0,1,0,0,0
1017,0,1,1,0,1,0,0,1
1018,1,1,1,0,1,0,1,1
1019,0,1,1,0,1,0,0,0
1020,0,1,1,0,1,0,0,0
1021,0,1,1,0,1,0,0,0
1022,0,1,1,0,1,0,1,1
1023,0,1,1,0,1,0,1,1
1024,0,1,1,0,1,0,0,0
1025,0,0,1,0,1,0,0,0
1026,0,0,1,0,1,0,0,0
1027,0,0,1,0,1,0,0,0
1028,0,1,1,0,1,0,0,0
1029,0,1,0,0,0,0,0,0
1030,0,1,0,0,0,0,0,0
1031,0,1,0,0,0,0,0,0
1032,0,1,0,0,0,0,0,0
1033,1,1,0,0,0,0,1,1
1034,0,1,0,0,0,0,0,1
1035,0,0,0,1,0,0,0,0
1036,0,0,0,1,0,0,0,0
1037,0,0,0,1,0,0,0,0
1038,0,1,0,1,0,0,0,0
1039,0,1,0,1,0,0,0,0
1040,0,0,0,1,0,0,0,0
1041,0,0,0,1,0,0,0,0
1042,0,0,0,1,0,0,0,0
1043,0,0,0,1,0,0,0,0
1044,0,0,0,1,0,0,0,0
1045,0,1,0,1,1,0,0,0
1046,0,1,0,1,1,0,0,0
1047,0,1,0,1,1,0,0,0
1048,0,0,0,1,0,0,0,0
1049,0,0,0,1,0,0,0,0
1050,0,0,0,1,0,0,0,0
1051,0,0,0,1,0,0,0,0
1052,0,0,0,1,0,0,0,0
1053,0,0,0,1,0,0,0,0
1054,0,0,0,1,0,0,0,0
1055,0,0,0,1,0,0,0,0
1056,0,0,0,1,0,0,0,0
1057,0,0,0,1,0,0,0,0
1058,0,0,0,1,0,0,0,0
1059,0,0,0,1,0,0,0,0
1060,0,0,0,1,0,0,0,0
1061,0,0,0,1,0,0,0,0
1062,0,0,0,1,0,0,0,0
1063,0,0,0,1,0,0,0,0
1064,0,0,0,1,0,0,0,0
1065,0,0,0,1,0,0,0,0
1066,0,1,0,1,0,0,0,0
1067,0,1,0,0,0,0,0,0
1068,0,1,0,0,0,0,0,0
1069,0,1,0,0,0,0,1,1
1070,0,1,0,0,0,0,1,1
1071,0,0,0,0,0,0,0,0
1072,0,1,0,1,0,0,0,0
1073,0,1,0,1,0,0,0,0
1074,0,1,0,1,0,0,0,0
1075,0,1,0,1,0,0,0,0
1076,0,1,0,1,0,0,0,0
1077,1,1,0,1,0,0,1,1
1078,1,1,0,1,0,0,1,1
1079,0,1,0,0,0,0,0,0
1080,0,1,0,0,0,0,0,1
1081,0,1,0,0,0,0,0,1
1082,0,1,0,0,0,0,0,1
1083,0,1,0,0,0,0,0,1
1084,0,1,0,0,0,0,0,1
1085,0,1,0,0,0,0,0,1
1086,0,1,0,0,0,0,0,0
1087,0,1,0,0,0,0,0,0
1088,0,1,0,0,0,0,0,0
1089,0,1,0,0,0,0,0,0
1090,0,1,0,0,0,0,0,0
1091,0,0,0,1,0,0,0,0
1092,0,0,0,1,0,0,0,0
1093,0,0,0,1,0,0,0,0
1094,0,0,0,1,0,0,0,0
1095,0,0,0,1,0,0,0,0
1096,0,0,0,1,0,0,0,0
1097,0,0,0,1,0,0,0,0
1098,0,0,0,1,0,0,0,0
1099,0,0,0,1,0,0,0,0
1100,0,0,0,1,0,0,0,0
1101,0,0,0,1,0,0,0,0
1102,0,0,0,1,0,0,0,0
1103,0,1,0,0,0,0,0,0
1104,0,1,0,1,0,0,0,0
1105,0,0,0,1,0,0,0,0
1106,0,0,0,1,0,0,0,0
1107,1,1,0,1,0,0,1,1
1108,1,1,0,1,0,0,1,1
1109,0,0,0,1,0,0,0,0
1110,0,1,0,1,0,0,0,0
1111,0,1,0,0,0,0,0,0
1112,1,1,0,0,0,0,1,1
1113,1,1,0,0,1,0,1,1
1114,1,1,0,1,1,0,1,1
1115,0,1,0,1,1,0,0,0
1116,0,1,0,1,1,0,0,0
1117,0,1,0,1,1,0,0,0
1118,0,1,0,0,0,0,0,0
1119,0,1,0,0,0,0,0,0
1120,0,1,0,0,0,0,0,0
1121,0,1,0,0,0,0,0,0
1122,0,1,0,0,0,0,0,0
1123,0,1,0,0,0,0,0,0
1124,0,1,0,1,0,0,0,0
1125,0,1,0,1,0,0,0,0
1126,0,1,0,0,0,0,0,0
1127,0,1,0,0,0,0,0,0
1128,0,1,0,0,0,0,0,0
1129,0,1,0,0,0,0,0,0
1130,0,1,0,0,0,0,0,0
1131,0,1,0,0,0,0,0,0
1132,0,1,0,0,0,0,0,0
1133,0,1,0,0,0,0,0,0
1134,0,1,0,0,0,0,0,0
1135,0,1,0,0,0,0,0,0
1136,0,0,0,0,0,0,0,0
1137,0,1,0,0,0,0,0,0
1138,0,1,0,0,0,0,0,0
1139,0,1,0,0,0,0,0,0
1140,0,1,0,0,0,0,0,0
1141,0,0,0,0,0,0,0,0
1142,0,0,0,0,0,0,0,0
1143,1,0,0,0,0,0,1,1
1144,1,1,0,0,0,0,1,1
1145,0,1,0,0,0,0,0,0
1146,0,1,0,0,0,0,0,0
1147,0,1,0,0,0,0,0,1
1148,0,1,0,0,0,0,0,1
1149,0,1,0,0,0,0,0,1
1150,0,1,0,0,0,0,0,1
1151,0,1,0,0,0,0,0,1
1152,0,1,0,0,0,0,0,0
1153,0,1,0,0,0,0,0,0
1154,1,1,0,0,0,0,1,1
1155,1,1,0,0,0,0,1,1
1156,1,1,0,0,0,0,1,1
1157,0,1,0,0,0,0,0,0
1158,0,1,0,0,0,0,0,0
1159,0,1,0,0,0,0,0,0
1160,0,1,0,0,0,0,0,0
1161,0,1,0,0,0,0,0,0
1162,0,1,0,0,0,0,0,0
1163,0,1,0,0,0,0,0,0
1164,0,1,0,0,0,0,0,0
1165,0,1,0,0,0,0,0,0
1166,0,1,0,0,0,0,0,0
1167,0,1,0,0,0,0,0,0
1168,0,1,0,0,0,0,0,0
1169,0,1,0,0,0,0,0,0
1170,1,1,0,0,0,0,0,0
1171,0,1,0,0,0,0,0,0
1172,1,1,0,0,0,0,1,1
1173,1,1,1,0,1,0,1,1
1174,1,0,1,0,1,0,1,1
1175,1,1,1,0,1,0,1,1
1176,0,1,1,0,1,0,0,1
1177,0,1,1,0,1,0,0,0
1178,0,1,1,0,1,0,0,0
1179,0,0,1,0,1,0,0,0
1180,1,0,1,0,1,0,1,1
1181,1,0,1,0,1,0,1,1
1182,0,0,1,0,1,0,0,0
1183,1,0,1,0,1,0,1,1
1184,1,1,1,0,1,0,1,1
1185,0,1,1,0,1,0,0,1
1186,0,1,0,0,1,0,0,1
1187,0,1,0,0,1,0,0,0
1188,0,1,0,0,1,0,0,1
1189,1,1,0,0,0,0,1,1
1190,1,1,0,0,0,0,1,1
1191,1,1,0,0,0,0,1,1
1192,1,1,0,0,0,0,1,1
1193,1,0,0,0,0,0,1,1
1194,1,1,0,0,0,0,1,1
1195,1,1,0,0,0,0,1,1
1196,1,1,0,0,0,0,1,1
1197,1,0,0,0,0,0,1,1
1198,1,0,0,1,0,0,1,1
1199,1,0,0,1,0,0,1,1
1200,1,1,0,0,0,0,1,1
1201,0,1,0,0,0,0,1,1
1202,0,1,0,0,0,0,0,0
1203,1,1,0,0,0,0,1,1
1204,1,1,0,0,0,0,1,1
1205,0,1,0,0,0,0,0,0
1206,0,1,0,0,0,0,1,1
1207,0,1,0,1,0,0,1,0
1208,0,1,0,1,0,0,1,0
1209,0,1,0,1,0,0,1,0
1210,0,1,0,1,0,0,1,1
1211,0,1,0,1,0,0,1,1
1212,0,1,0,1,0,0,1,0
1213,0,1,0,1,0,0,1,0
1214,0,1,0,1,0,0,1,0
1215,0,1,0,1,0,0,1,0
1216,0,1,0,1,0,0,1,0
1217,0,1,0,1,0,0,1,0
1218,0,1,0,1,0,0,1,0
1219,0,1,0,1,0,0,1,0
1220,0,1,0,1,0,0,1,0
1221,0,1,0,1,1,0,1,1
1222,0,0,1,0,1,0,0,0
1223,0,1,1,0,1,0,0,1
1224,1,1,1,0,1,0,1,1
1225,1,0,1,0,1,0,1,1
1226,1,0,1,0,1,0,1,1
1227,1,0,1,0,1,0,1,1
1228,1,1,1,0,1,0,1,1
1229,0,1,1,0,1,0,0,1
1230,0,0,1,0,1,0,0,0
1231,1,0,1,0,1,0,1,0
1232,1,0,1,0,1,0,1,0
1233,1,0,1,0,1,0,1,1
1234,1,0,1,0,1,0,1,1
1235,1,0,1,0,1,0,1,1
1236,1,0,1,0,1,0,1,1
1237,1,1,1,0,1,0,0,1
1238,1,1,1,0,1,0,1,1
1239,1,0,0,0,1,0,1,1
1240,1,0,0,0,1,0,1,1
1241,1,0,0,0,1,0,1,1
1242,1,0,0,0,1,0,1,1
1243,0,1,0,0,1,0,0,0
1244,0,1,0,0,1,0,1,1
1245,0,1,1,0,1,0,0,0
1246,1,0,1,0,1,0,1,1
1247,1,0,1,0,1,0,1,1
1248,0,0,0,0,0,0,0,0
1249,0,0,1,0,1,0,0,0
1250,1,0,1,0,1,0,1,1
1251,1,1,1,0,1,0,1,1
1252,0,1,1,0,1,0,1,1
1253,0,1,1,0,1,0,1,1
1254,0,1,1,0,1,0,1,1
1255,0,1,1,0,1,0,1,1
1256,0,1,1,0,1,0,1,1
1257,0,1,1,0,1,0,1,1
1258,1,1,1,0,1,0,1,1
1259,1,0,1,0,1,0,1,1
1260,1,0,1,0,1,0,1,1
1261,1,0,1,0,1,0,1,1
1262,1,0,1,0,1,0,1,1
1263,1,0,1,0,1,0,1,1
1264,1,0,1,0,1,1,1,1
1265,1,0,0,0,1,0,1,1
1266,1,1,0,0,1,0,1,1
1267,1,0,0,0,1,0,1,1
1268,1,1,0,0,1,0,1,1
1269,0,1,0,0,0,0,0,0
1270,0,1,0,0,0,0,0,0
1271,0,1,0,0,0,0,0,0
1272,0,1,0,0,0,0,0,0
1273,0,1,0,0,0,0,0,0
1274,0,1,0,0,0,0,0,0
1275,0,1,0,0,0,0,0,0
1276,0,1,0,0,0,0,0,0
1277,0,1,0,0,0,0,0,0
1278,0,1,0,0,0,0,0,0
1279,0,1,0,0,0,0,0,0
1280,0,1,0,0,0,0,0,0
1281,0,1,0,0,0,0,0,0
1282,0,1,0,0,0,0,0,0
1283,0,1,0,0,0,0,0,0
1284,0,1,0,0,0,0,0,0
1285,0,1,0,0,0,0,0,0
1286,0,1,0,0,0,0,0,0
1287,0,1,0,0,0,0,0,0
1288,0,1,0,0,0,0,0,1
1289,0,1,0,0,0,0,0,1
1290,0,1,0,0,0,0,0,1
1291,0,1,0,0,0,0,0,1
1292,0,1,0,0,0,0,0,1
1293,1,1,0,0,0,0,1,1
1294,1,1,0,0,0,0,1,1
1295,0,1,0,0,0,0,0,1
1296,0,1,0,0,0,0,0,1
1297,0,1,0,0,0,0,0,1
1298,0,0,0,1,0,0,0,0
1299,0,0,0,1,0,0,0,0
1300,0,1,0,1,0,0,0,0
1301,0,1,0,1,0,0,0,0
1302,0,1,0,1,0,0,0,0
1303,0,1,0,1,0,0,0,0
1304,0,1,0,0,0,0,0,0
1305,0,1,0,0,0,0,0,0
1306,0,1,0,0,0,0,0,0
1307,0,1,0,0,0,0,0,0
1308,0,1,1,1,0,0,0,0
1309,0,0,1,0,0,0,0,0
1310,0,0,1,1,1,0,0,0
1311,0,0,1,1,1,0,0,0
1312,0,1,0,1,1,0,0,1
1313,0,1,0,1,1,0,0,1
1314,0,1,0,1,1,0,0,1
1315,0,1,0,0,1,0,0,1
1316,0,1,0,0,1,0,0,1
1317,0,1,1,0,0,0,0,0
1318,0,1,1,1,0,0,0,0
1319,0,1,1,1,0,0,0,0
1320,0,1,0,0,0,0,0,0
1321,0,1,0,0,1,0,1,1
1322,0,1,0,0,1,0,0,0
1323,0,1,0,0,1,0,0,0
1324,0,1,0,0,1,0,0,0
1325,0,1,0,0,1,0,0,0
1326,0,1,0,0,1,0,0,1
1327,0,1,0,0,0,0,0,1
1328,0,1,0,0,0,0,0,0
1329,0,1,0,0,0,0,0,0
1330,0,1,0,0,0,0,0,0
1331,0,1,0,0,0,0,0,0
1332,0,1,0,0,0,0,1,1
1333,1,1,0,0,1,0,1,1
1334,1,0,0,0,1,0,1,1
1335,1,0,0,0,1,0,1,1
1336,1,0,0,0,1,0,1,1
1337,1,0,0,0,1,0,1,1
1338,1,0,0,0,1,0,1,1
1339,1,0,0,0,1,0,1,1
1340,1,0,0,0,1,0,1,1
1341,1,0,0,0,1,0,1,1
1342,1,0,0,0,1,0,1,1
1343,1,0,0,0,1,0,1,1
1344,1,0,0,0,1,0,1,1
1345,1,0,0,0,1,0,1,1
1346,1,1,0,0,1,0,1,1
1347,0,1,0,0,1,0,1,1
1348,0,1,1,0,1,0,0,0
1349,0,1,1,0,1,0,0,1
1350,0,0,1,0,1,0,0,0
1351,0,0,1,0,1,0,0,0
1352,0,0,1,0,1,0,0,0
1353,0,0,1,0,1,0,0,0
1354,0,0,1,0,1,0,0,0
1355,0,0,1,0,1,0,0,0
1356,0,0,1,0,1,0,0,0
1357,0,0,1,0,1,0,0,0
1358,0,0,1,0,1,0,0,0
1359,0,0,1,0,1,0,0,0
1360,0,0,1,0,1,0,0,0
1361,0,0,1,0,1,0,0,0
1362,0,0,1,0,1,0,0,0
1363,0,0,1,0,1,0,0,1
1364,0,0,1,0,1,0,0,1
1365,1,1,1,0,1,0,1,1
1366,1,1,0,0,1,0,1,1
1367,1,1,0,0,1,0,1,1
1368,1,1,0,0,1,0,1,1
1369,1,1,0,0,1,0,1,1
1370,1,0,0,0,1,0,1,1
1371,1,0,0,0,1,0,1,1
1372,0,1,0,0,1,0,1,0
1373,1,1,0,0,1,0,1,1
1374,1,0,0,0,1,0,1,1
1375,1,0,0,0,1,0,1,1
1376,1,0,0,0,1,0,1,1
1377,0,0,0,0,1,0,0,0
1378,0,1,0,0,1,0,0,1
1379,0,1,0,0,1,0,0,1
1380,0,1,0,0,1,0,0,1
1381,0,1,1,0,1,0,0,0
1382,0,1,1,0,1,0,0,0
1383,0,0,1,0,1,0,0,0
1384,0,0,1,0,1,0,0,0
1385,0,0,1,0,1,0,0,0
1386,0,0,1,0,1,0,0,0
1387,0,0,1,0,1,0,0,0
1388,0,0,1,0,1,0,0,0
1389,0,0,1,0,1,0,0,0
1390,0,0,1,0,1,0,0,0
1391,0,1,1,0,1,0,0,0
1392,0,1,0,0,0,0,0,0
1393,0,1,0,0,0,0,0,0
1394,0,1,0,0,0,0,0,0
1395,0,1,0,1,0,0,0,0
1396,0,1,0,1,0,0,0,0
1397,0,1,0,1,0,0,0,0
1398,0,1,0,0,0,0,0,0
1399,0,1,0,0,0,0,0,0
1400,0,1,0,0,0,0,0,0
1401,0,1,0,0,0,0,0,0
1402,0,1,0,0,0,0,0,0
1403,0,1,0,0,0,0,0,0
1404,0,1,0,0,0,0,0,1
1405,1,1,0,0,0,0,1,1
1406,0,1,0,0,0,0,0,0
1407,0,1,0,0,0,0,0,0
1408,0,0,0,1,0,0,0,0
1409,0,0,0,1,0,0,0,0
1410,0,0,0,1,0,0,0,0
1411,0,0,0,1,0,0,0,0
1412,0,0,0,1,0,0,0,0
1413,0,0,0,1,0,0,0,0
1414,0,0,0,1,0,0,0,0
1415,0,0,0,1,0,0,0,0
1416,0,0,0,1,0,0,0,0
1417,0,1,0,1,0,0,0,0
1418,0,1,0,1,0,0,0,0
1419,0,1,0,1,0,0,0,0
1420,0,1,0,1,0,0,0,0
1421,0,1,0,1,0,0,0,0
1422,0,1,0,1,0,0,0,0
1423,0,1,0,1,0,0,0,1
1424,0,1,0,0,0,0,0,0
1425,0,1,0,0,0,0,0,0
1426,0,1,0,1,0,0,0,0
1427,0,0,0,1,0,0,0,0
1428,0,0,0,1,0,0,0,0
1429,0,1,0,1,0,0,0,0
1430,0,1,0,1,0,0,0,0
1431,0,1,0,1,0,0,0,0
1432,0,1,0,1,0,0,0,0
1433,1,1,0,1,1,0,1,0
1434,1,0,0,0,1,0,1,0
1435,1,0,0,0,1,0,1,1
1436,0,0,0,0,1,0,0,1
1437,0,1,0,0,1,0,0,1
1438,1,1,0,0,1,0,1,1
1439,1,0,0,0,1,0,1,1
1440,1,0,0,0,1,0,1,1
1441,1,0,0,0,1,0,1,1
1442,1,0,0,0,1,0,1,1
1443,1,0,0,1,1,0,1,1
1444,1,0,0,0,1,0,1,1
1445,1,0,0,0,1,0,1,1
1446,1,0,0,0,1,0,1,1
1447,1,0,0,0,1,0,1,1
1448,1,0,0,0,1,0,1,1
1449,1,0,0,0,1,0,1,1
1450,1,0,0,0,1,0,1,1
1451,1,1,0,1,1,0,1,0
1452,0,1,0,1,0,0,0,0
1453,0,1,0,1,0,0,0,0
1454,0,1,0,0,0,0,0,0
1455,0,1,0,0,0,0,0,0
1456,0,1,0,0,0,0,0,1
1457,1,1,0,0,1,0,1,1
1458,1,1,0,0,1,0,1,1
1459,0,1,0,0,1,0,1,1
1460,0,1,0,0,1,0,1,1
1461,1,1,0,0,1,0,1,1
1462,1,1,0,0,1,0,1,1
1463,0,1,0,0,1,0,0,0
1464,0,1,0,0,1,0,0,0
1465,0,1,0,0,1,0,0,0
1466,0,1,0,0,1,0,0,0
1467,0,1,0,0,1,0,0,0
1468,0,1,1,1,1,0,0,0
1469,1,1,1,1,1,0,1,1
1470,0,1,1,1,1,0,0,0
1471,0,0,1,1,1,0,0,0
1472,0,1,0,0,1,0,0,0
1473,0,1,0,0,1,0,0,0
1474,0,1,0,0,1,0,0,0
1475,0,1,0,0,1,0,0,0
1476,0,1,0,1,0,0,0,0
1477,0,1,0,1,0,0,0,0
1478,0,1,0,0,1,0,0,0
1479,0,1,0,0,1,0,0,0
1480,0,1,0,0,1,0,0,0
1481,0,1,0,0,1,0,0,0
1482,1,1,0,0,1,0,1,0
1483,1,1,0,0,1,0,1,1
1484,1,0,0,0,1,0,0,1
1485,1,0,0,0,1,0,1,1
1486,1,1,0,0,1,0,1,1
1487,0,1,0,0,1,0,0,0
1488,1,1,0,0,1,0,0,0
1489,0,1,0,0,1,0,0,0
1490,0,0,1,0,0,0,0,0
1491,0,0,0,0,0,0,0,0
1492,0,1,0,0,0,0,0,0
1493,0,1,0,0,1,0,0,1
1494,0,1,0,0,1,0,0,1
1495,0,1,0,0,1,0,0,1
1496,0,1,0,0,1,0,0,1
1497,0,1,0,0,1,0,0,1
1498,0,1,0,0,1,0,0,0
1499,0,1,0,0,1,0,0,0
1500,1,1,0,0,1,0,1,1
1501,1,0,0,0,1,0,1,1
1502,0,0,0,1,1,0,0,1
1503,0,0,0,1,1,0,0,1
1504,0,0,0,1,1,0,0,1
1505,0,0,0,1,1,0,0,1
1506,0,0,0,0,1,0,0,1
1507,0,0,0,0,1,0,0,1
1508,0,1,0,0,0,0,0,1
1509,0,1,0,1,1,0,0,1
1510,0,1,0,1,1,0,0,1
1511,0,1,0,1,1,0,0,1
1512,0,1,1,1,1,0,0,1
1513,0,1,1,1,1,0,0,1
1514,0,1,1,1,1,0,0,1
1515,0,1,1,1,1,0,0,1
1516,1,1,1,1,1,0,1,1
1517,1,1,0,0,1,0,1,1
1518,0,1,0,0,1,0,0,1
